Mod:Item:MetaData, Localized Name
tconstruct:tough_binding:0, Костян. мощное крепление
tconstruct:tough_binding:0, Обсидианов. мощное крепление
tconstruct:tough_binding:0, Призмаринов. мощное крепление
tconstruct:tough_binding:0, Эндеровск. мощное крепление
tconstruct:tough_binding:0, Бумажн. мощное крепление
tconstruct:tough_binding:0, Губочн. мощное крепление
tconstruct:tough_binding:0, Огнедерев. мощное крепление
tconstruct:tough_binding:0, Железн. мощное крепление
tconstruct:tough_binding:0, Свиностальн. мощное крепление
tconstruct:tough_binding:0, Слизестальн. мощное крепление
tconstruct:tough_binding:0, Слизнев. мощное крепление
tconstruct:tough_binding:0, Синеслизнев. мощное крепление
tconstruct:tough_binding:0, Огнеслизнев. мощное крепление
tconstruct:tough_binding:0, Адокаменн. мощное крепление
tconstruct:tough_binding:0, Кобальтов. мощное крепление
tconstruct:tough_binding:0, Ардитов. мощное крепление
tconstruct:tough_binding:0, Маньюлинов. мощное крепление
tconstruct:tough_binding:0, Медн. мощное крепление
tconstruct:tough_binding:0, Бронзов. мощное крепление
tconstruct:tough_binding:0, Свинцов. мощное крепление
tconstruct:tough_binding:0, Серебрян. мощное крепление
tconstruct:tough_binding:0, Электрумов. мощное крепление
tconstruct:tough_binding:0, Стальн. мощное крепление
tconstruct:wide_guard:0, Деревянн. широкая карда
tconstruct:wide_guard:0, Каменн. широкая карда
tconstruct:wide_guard:0, Кремнев. широкая карда
tconstruct:wide_guard:0, Кактусов. широкая карда
tconstruct:wide_guard:0, Костян. широкая карда
tconstruct:wide_guard:0, Обсидианов. широкая карда
tconstruct:wide_guard:0, Призмаринов. широкая карда
tconstruct:wide_guard:0, Эндеровск. широкая карда
tconstruct:wide_guard:0, Бумажн. широкая карда
tconstruct:wide_guard:0, Губочн. широкая карда
tconstruct:wide_guard:0, Огнедерев. широкая карда
tconstruct:wide_guard:0, Железн. широкая карда
tconstruct:wide_guard:0, Свиностальн. широкая карда
tconstruct:wide_guard:0, Слизестальн. широкая карда
tconstruct:wide_guard:0, Слизнев. широкая карда
tconstruct:wide_guard:0, Синеслизнев. широкая карда
tconstruct:wide_guard:0, Огнеслизнев. широкая карда
tconstruct:wide_guard:0, Адокаменн. широкая карда
tconstruct:wide_guard:0, Кобальтов. широкая карда
tconstruct:wide_guard:0, Ардитов. широкая карда
tconstruct:wide_guard:0, Маньюлинов. широкая карда
tconstruct:wide_guard:0, Медн. широкая карда
tconstruct:wide_guard:0, Бронзов. широкая карда
tconstruct:wide_guard:0, Свинцов. широкая карда
tconstruct:wide_guard:0, Серебрян. широкая карда
tconstruct:wide_guard:0, Электрумов. широкая карда
tconstruct:wide_guard:0, Стальн. широкая карда
tconstruct:hand_guard:0, Деревянн. малая гарда
tconstruct:hand_guard:0, Каменн. малая гарда
tconstruct:hand_guard:0, Кремнев. малая гарда
tconstruct:hand_guard:0, Кактусов. малая гарда
tconstruct:hand_guard:0, Костян. малая гарда
tconstruct:hand_guard:0, Обсидианов. малая гарда
tconstruct:hand_guard:0, Призмаринов. малая гарда
tconstruct:hand_guard:0, Эндеровск. малая гарда
tconstruct:hand_guard:0, Бумажн. малая гарда
tconstruct:hand_guard:0, Губочн. малая гарда
tconstruct:hand_guard:0, Огнедерев. малая гарда
tconstruct:hand_guard:0, Железн. малая гарда
tconstruct:hand_guard:0, Свиностальн. малая гарда
tconstruct:hand_guard:0, Слизестальн. малая гарда
tconstruct:hand_guard:0, Слизнев. малая гарда
tconstruct:hand_guard:0, Синеслизнев. малая гарда
tconstruct:hand_guard:0, Огнеслизнев. малая гарда
tconstruct:hand_guard:0, Адокаменн. малая гарда
tconstruct:hand_guard:0, Кобальтов. малая гарда
tconstruct:hand_guard:0, Ардитов. малая гарда
tconstruct:hand_guard:0, Маньюлинов. малая гарда
tconstruct:hand_guard:0, Медн. малая гарда
tconstruct:hand_guard:0, Бронзов. малая гарда
tconstruct:hand_guard:0, Свинцов. малая гарда
tconstruct:hand_guard:0, Серебрян. малая гарда
tconstruct:hand_guard:0, Электрумов. малая гарда
tconstruct:hand_guard:0, Стальн. малая гарда
tconstruct:cross_guard:0, Деревянн. поперечная гарда
tconstruct:cross_guard:0, Каменн. поперечная гарда
tconstruct:cross_guard:0, Кремнев. поперечная гарда
tconstruct:cross_guard:0, Кактусов. поперечная гарда
tconstruct:cross_guard:0, Костян. поперечная гарда
tconstruct:cross_guard:0, Обсидианов. поперечная гарда
tconstruct:cross_guard:0, Призмаринов. поперечная гарда
tconstruct:cross_guard:0, Эндеровск. поперечная гарда
tconstruct:cross_guard:0, Бумажн. поперечная гарда
tconstruct:cross_guard:0, Губочн. поперечная гарда
tconstruct:cross_guard:0, Огнедерев. поперечная гарда
tconstruct:cross_guard:0, Железн. поперечная гарда
tconstruct:cross_guard:0, Свиностальн. поперечная гарда
tconstruct:cross_guard:0, Слизестальн. поперечная гарда
tconstruct:cross_guard:0, Слизнев. поперечная гарда
tconstruct:cross_guard:0, Синеслизнев. поперечная гарда
tconstruct:cross_guard:0, Огнеслизнев. поперечная гарда
tconstruct:cross_guard:0, Адокаменн. поперечная гарда
tconstruct:cross_guard:0, Кобальтов. поперечная гарда
tconstruct:cross_guard:0, Ардитов. поперечная гарда
tconstruct:cross_guard:0, Маньюлинов. поперечная гарда
tconstruct:cross_guard:0, Медн. поперечная гарда
tconstruct:cross_guard:0, Бронзов. поперечная гарда
tconstruct:cross_guard:0, Свинцов. поперечная гарда
tconstruct:cross_guard:0, Серебрян. поперечная гарда
tconstruct:cross_guard:0, Электрумов. поперечная гарда
tconstruct:cross_guard:0, Стальн. поперечная гарда
tconstruct:large_plate:0, Деревянн. большая пластина
tconstruct:large_plate:0, Каменн. большая пластина
tconstruct:large_plate:0, Кремнев. большая пластина
tconstruct:large_plate:0, Кактусов. большая пластина
tconstruct:large_plate:0, Костян. большая пластина
tconstruct:large_plate:0, Обсидианов. большая пластина
tconstruct:large_plate:0, Призмаринов. большая пластина
tconstruct:large_plate:0, Эндеровск. большая пластина
tconstruct:large_plate:0, Бумажн. большая пластина
tconstruct:large_plate:0, Губочн. большая пластина
tconstruct:large_plate:0, Огнедерев. большая пластина
tconstruct:large_plate:0, Железн. большая пластина
tconstruct:large_plate:0, Свиностальн. большая пластина
tconstruct:large_plate:0, Слизестальн. большая пластина
tconstruct:large_plate:0, Слизнев. большая пластина
tconstruct:large_plate:0, Синеслизнев. большая пластина
tconstruct:large_plate:0, Огнеслизнев. большая пластина
tconstruct:large_plate:0, Адокаменн. большая пластина
tconstruct:large_plate:0, Кобальтов. большая пластина
tconstruct:large_plate:0, Ардитов. большая пластина
tconstruct:large_plate:0, Маньюлинов. большая пластина
tconstruct:large_plate:0, Медн. большая пластина
tconstruct:large_plate:0, Бронзов. большая пластина
tconstruct:large_plate:0, Свинцов. большая пластина
tconstruct:large_plate:0, Серебрян. большая пластина
tconstruct:large_plate:0, Электрумов. большая пластина
tconstruct:large_plate:0, Стальн. большая пластина
tconstruct:knife_blade:0, Деревянн. лезвие ножа
tconstruct:knife_blade:0, Каменн. лезвие ножа
tconstruct:knife_blade:0, Кремнев. лезвие ножа
tconstruct:knife_blade:0, Кактусов. лезвие ножа
tconstruct:knife_blade:0, Костян. лезвие ножа
tconstruct:knife_blade:0, Обсидианов. лезвие ножа
tconstruct:knife_blade:0, Призмаринов. лезвие ножа
tconstruct:knife_blade:0, Эндеровск. лезвие ножа
tconstruct:knife_blade:0, Бумажн. лезвие ножа
tconstruct:knife_blade:0, Губочн. лезвие ножа
tconstruct:knife_blade:0, Огнедерев. лезвие ножа
tconstruct:knife_blade:0, Железн. лезвие ножа
tconstruct:knife_blade:0, Свиностальн. лезвие ножа
tconstruct:knife_blade:0, Слизестальн. лезвие ножа
tconstruct:knife_blade:0, Слизнев. лезвие ножа
tconstruct:knife_blade:0, Синеслизнев. лезвие ножа
tconstruct:knife_blade:0, Огнеслизнев. лезвие ножа
tconstruct:knife_blade:0, Адокаменн. лезвие ножа
tconstruct:knife_blade:0, Кобальтов. лезвие ножа
tconstruct:knife_blade:0, Ардитов. лезвие ножа
tconstruct:knife_blade:0, Маньюлинов. лезвие ножа
tconstruct:knife_blade:0, Медн. лезвие ножа
tconstruct:knife_blade:0, Бронзов. лезвие ножа
tconstruct:knife_blade:0, Свинцов. лезвие ножа
tconstruct:knife_blade:0, Серебрян. лезвие ножа
tconstruct:knife_blade:0, Электрумов. лезвие ножа
tconstruct:knife_blade:0, Стальн. лезвие ножа
tconstruct:bow_limb:0, Деревянн. плечо лука
tconstruct:bow_limb:0, Каменн. плечо лука
tconstruct:bow_limb:0, Кремнев. плечо лука
tconstruct:bow_limb:0, Кактусов. плечо лука
tconstruct:bow_limb:0, Костян. плечо лука
tconstruct:bow_limb:0, Обсидианов. плечо лука
tconstruct:bow_limb:0, Призмаринов. плечо лука
tconstruct:bow_limb:0, Эндеровск. плечо лука
tconstruct:bow_limb:0, Бумажн. плечо лука
tconstruct:bow_limb:0, Губочн. плечо лука
tconstruct:bow_limb:0, Огнедерев. плечо лука
tconstruct:bow_limb:0, Железн. плечо лука
tconstruct:bow_limb:0, Свиностальн. плечо лука
tconstruct:bow_limb:0, Слизестальн. плечо лука
tconstruct:bow_limb:0, Слизнев. плечо лука
tconstruct:bow_limb:0, Синеслизнев. плечо лука
tconstruct:bow_limb:0, Огнеслизнев. плечо лука
tconstruct:bow_limb:0, Адокаменн. плечо лука
tconstruct:bow_limb:0, Кобальтов. плечо лука
tconstruct:bow_limb:0, Ардитов. плечо лука
tconstruct:bow_limb:0, Маньюлинов. плечо лука
tconstruct:bow_limb:0, Медн. плечо лука
tconstruct:bow_limb:0, Бронзов. плечо лука
tconstruct:bow_limb:0, Свинцов. плечо лука
tconstruct:bow_limb:0, Серебрян. плечо лука
tconstruct:bow_limb:0, Электрумов. плечо лука
tconstruct:bow_limb:0, Стальн. плечо лука
tconstruct:bow_string:0, Нитяная тетива
tconstruct:bow_string:0, Слизнелозная тетива
tconstruct:bow_string:0, material.slimevine_blue.prefix
tconstruct:bow_string:0, Из лозы тетива
tconstruct:arrow_head:0, Деревянн. наконечник
tconstruct:arrow_head:0, Каменн. наконечник
tconstruct:arrow_head:0, Кремнев. наконечник
tconstruct:arrow_head:0, Кактусов. наконечник
tconstruct:arrow_head:0, Костян. наконечник
tconstruct:arrow_head:0, Обсидианов. наконечник
tconstruct:arrow_head:0, Призмаринов. наконечник
tconstruct:arrow_head:0, Эндеровск. наконечник
tconstruct:arrow_head:0, Бумажн. наконечник
tconstruct:arrow_head:0, Губочн. наконечник
tconstruct:arrow_head:0, Огнедерев. наконечник
tconstruct:arrow_head:0, Железн. наконечник
tconstruct:arrow_head:0, Свиностальн. наконечник
tconstruct:arrow_head:0, Слизестальн. наконечник
tconstruct:arrow_head:0, Слизнев. наконечник
tconstruct:arrow_head:0, Синеслизнев. наконечник
tconstruct:arrow_head:0, Огнеслизнев. наконечник
tconstruct:arrow_head:0, Адокаменн. наконечник
tconstruct:arrow_head:0, Кобальтов. наконечник
tconstruct:arrow_head:0, Ардитов. наконечник
tconstruct:arrow_head:0, Маньюлинов. наконечник
tconstruct:arrow_head:0, Медн. наконечник
tconstruct:arrow_head:0, Бронзов. наконечник
tconstruct:arrow_head:0, Свинцов. наконечник
tconstruct:arrow_head:0, Серебрян. наконечник
tconstruct:arrow_head:0, Электрумов. наконечник
tconstruct:arrow_head:0, Стальн. наконечник
tconstruct:arrow_shaft:0, Деревянн. древко стрелы
tconstruct:arrow_shaft:0, Костян. древко стрелы
tconstruct:arrow_shaft:0, Огненное древко стрелы
tconstruct:arrow_shaft:0, Тростниковое древко стрелы
tconstruct:arrow_shaft:0, Ледяное древко стрелы
tconstruct:arrow_shaft:0, Стержня Края древко стрелы
tconstruct:fletching:0, Перьевое оперение
tconstruct:fletching:0, Слизнелиственное оперение
tconstruct:fletching:0, material.slimeleaf_blue.prefix
tconstruct:fletching:0, material.slimeleaf_blue.prefix
tconstruct:fletching:0, Лиственное оперение
tconstruct:bolt_core:0, Дерево-Железо стержень болта
tconstruct:bolt_core:0, Кость-Железо стержень болта
tconstruct:bolt_core:0, Огненный стержень-Железо стержень болта
tconstruct:bolt_core:0, Тростник-Железо стержень болта
tconstruct:bolt_core:0, Лёд-Железо стержень болта
tconstruct:bolt_core:0, Стержень Края-Железо стержень болта
tconstruct:tooltables:0, Инженерный верстак
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:4, Ящик для схем
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:5, Ящик для частей
tconstruct:tooltables:3, Инженерная станция
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:pickaxe, кирка
tconstruct:shovel, лопата
tconstruct:hatchet, топор
tconstruct:mattock, мотыготопор
tconstruct:kama, Kama
tconstruct:hammer, молот
tconstruct:excavator, большая лопата
tconstruct:lumberaxe, большой топор
tconstruct:scythe, коса
tconstruct:broadsword, палаш
tconstruct:longsword, меч
tconstruct:rapier, рапира
tconstruct:frypan, сковорода
tconstruct:battlesign, боевая табличка
tconstruct:cleaver, гигантский меч
tconstruct:shortbow, короткий лук
tconstruct:longbow, длинный лук
tconstruct:crossbow, арбалет
tconstruct:arrow, стрела
tconstruct:bolt, болт
tconstruct:shuriken, сюрикен
tconstruct:seared:0, Сушёный камень
tconstruct:seared:1, Сушёный булыжник
tconstruct:seared:2, Сушёная плитка
tconstruct:seared:3, Сушёная кладка
tconstruct:seared:4, Сушёная кладка (трещины)
tconstruct:seared:5, Сушёная кладка (орнамент)
tconstruct:seared:6, Сушёная кладка (узор)
tconstruct:seared:7, Сушёная дорога
tconstruct:seared:8, Сушёная кладка (крипер)
tconstruct:seared:9, Сушёная кладка (треугольник)
tconstruct:seared:10, Сушёная кладка (малая)
tconstruct:seared:11, Сушёные мини-плитки
tconstruct:smeltery_controller:0, Контроллер плавильни
tconstruct:seared_tank:0, Сушёный резервуар
tconstruct:seared_tank:1, Сушёный мерный резервуар
tconstruct:seared_tank:2, Сушёное окно
tconstruct:faucet:0, Горн
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Стол отливок
tconstruct:casting:1, Резервуар отливок
tconstruct:smeltery_io:0, Слив плавильни
tconstruct:seared_glass:0, Сушёное стекло
tconstruct:seared_furnace_controller:0, Контроллер печи
tconstruct:tinker_tank_controller:0, Контроллер цистерны
tconstruct:seared_slab:0, Сушёная плита (камень)
tconstruct:seared_slab:1, Сушёная плита (булыжник)
tconstruct:seared_slab:2, Сушёная плита (плитка)
tconstruct:seared_slab:3, Сушёная плита (кладка)
tconstruct:seared_slab:4, Сушёная плита (кладка-трещины)
tconstruct:seared_slab:5, Сушёная плита (кладка-орнамент)
tconstruct:seared_slab:6, Сушёная плита (кладка-узор)
tconstruct:seared_slab:7, Сушёная плита (дорога)
tconstruct:seared_slab2:0, Сушёная плита (кладка-крипер)
tconstruct:seared_slab2:1, Сушёная плита (кладка-треугольник)
tconstruct:seared_slab2:2, Сушёная плита (малая кладка)
tconstruct:seared_slab2:3, Сушёная плита (мини-плитка)
tconstruct:seared_stairs_stone:0, Сушёные ступеньки (камень)
tconstruct:seared_stairs_cobble:0, Сушёные ступеньки (булыжник)
tconstruct:seared_stairs_paver:0, Сушёные ступеньки (плитка)
tconstruct:seared_stairs_brick:0, Сушёные ступеньки (кладка)
tconstruct:seared_stairs_brick_cracked:0, Сушёные ступеньки (кладка-трещины)
tconstruct:seared_stairs_brick_fancy:0, Сушёные ступеньки (кладка-орнамент)
tconstruct:seared_stairs_brick_square:0, Сушёные ступеньки (кладка-узор)
tconstruct:seared_stairs_brick_triangle:0, Сушёные ступеньки (кладка-треугольник)
tconstruct:seared_stairs_brick_small:0, Сушёные ступеньки (малая кладка)
tconstruct:seared_stairs_road:0, Сушёные ступеньки (дорога)
tconstruct:seared_stairs_tile:0, Сушёные ступеньки (мини-плитка)
tconstruct:seared_stairs_creeper:0, Сушёные ступеньки (кладка-крипер)
tconstruct:cast:0, Пустая отливка
tconstruct:cast:0, Отливка - полотно лопаты
tconstruct:cast:0, Отливка - большое полотно лопаты
tconstruct:cast:0, Отливка - мощная рукоять
tconstruct:cast:0, Отливка - рукоять
tconstruct:cast:0, Отливка - лезвие ножа
tconstruct:cast:0, Отливка - полотно сковороды
tconstruct:cast:0, Отливка - плечо лука
tconstruct:cast:0, Отливка - крепление
tconstruct:cast:0, Отливка - широкая карда
tconstruct:cast:0, Отливка - навершие косы
tconstruct:cast:0, Отливка - лезвие меча
tconstruct:cast:0, Отливка - наконечник
tconstruct:cast:0, Отливка - оселок
tconstruct:cast:0, Отливка - боёк молота
tconstruct:cast:0, Отливка - табличка
tconstruct:cast:0, Отливка - большое лезвие топора
tconstruct:cast:0, Отливка - навершие кирки
tconstruct:cast:0, Отливка - большая пластина
tconstruct:cast:0, Отливка - осколок
tconstruct:cast:0, Отливка - поперечная гарда
tconstruct:cast:0, Отливка - малая гарда
tconstruct:cast:0, Отливка - лезвие топора
tconstruct:cast:0, Отливка - мощное крепление
tconstruct:cast:0, Отливка - Kama Head
tconstruct:cast:0, Отливка - широкое лезвие меча
tconstruct:cast_custom:0, Отливка слитка
tconstruct:cast_custom:1, Отливка самородка
tconstruct:cast_custom:2, Отливка камня
tconstruct:cast_custom:3, Отливка пластины
tconstruct:cast_custom:4, Отливка шестерни
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Глиняная отливка - полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - большое полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - мощная рукоять
tconstruct:clay_cast:0, Глиняная отливка - рукоять
tconstruct:clay_cast:0, Глиняная отливка - лезвие ножа
tconstruct:clay_cast:0, Глиняная отливка - полотно сковороды
tconstruct:clay_cast:0, Глиняная отливка - плечо лука
tconstruct:clay_cast:0, Глиняная отливка - крепление
tconstruct:clay_cast:0, Глиняная отливка - широкая карда
tconstruct:clay_cast:0, Глиняная отливка - навершие косы
tconstruct:clay_cast:0, Глиняная отливка - лезвие меча
tconstruct:clay_cast:0, Глиняная отливка - наконечник
tconstruct:clay_cast:0, Глиняная отливка - оселок
tconstruct:clay_cast:0, Глиняная отливка - боёк молота
tconstruct:clay_cast:0, Глиняная отливка - табличка
tconstruct:clay_cast:0, Глиняная отливка - большое лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - навершие кирки
tconstruct:clay_cast:0, Глиняная отливка - большая пластина
tconstruct:clay_cast:0, Глиняная отливка - осколок
tconstruct:clay_cast:0, Глиняная отливка - поперечная гарда
tconstruct:clay_cast:0, Глиняная отливка - малая гарда
tconstruct:clay_cast:0, Глиняная отливка - лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - мощное крепление
tconstruct:clay_cast:0, Глиняная отливка - Kama Head
tconstruct:clay_cast:0, Глиняная отливка - широкое лезвие меча
tconstruct:stone_torch:0, Каменный факел
tconstruct:stone_ladder:0, Каменная лестница
tconstruct:punji:0, Тростниковые колья
tconstruct:rack:0, Вешалка
tconstruct:rack:1, Сушилка
tconstruct:wood_rail:0, Деревянные рельсы
tconstruct:wood_rail_trapdoor:0, Деревянные рельсы с люком
tconstruct:wooden_hopper:0, Деревянная загрузочная воронка
tconstruct:slime_channel:0, Жёлоб из зелёной слизи
tconstruct:slime_channel:1, Жёлоб из синей слизи
tconstruct:slime_channel:2, Жёлоб из фиолетовой слизи
tconstruct:slime_channel:3, Жёлоб из крови
tconstruct:slime_channel:4, Жёлоб из огненной слизи
tconstruct:dried_clay:0, Сушёная глина
tconstruct:dried_clay:1, Кирпичи из сушёной глины
tconstruct:dried_clay_slab:0, Плита из сушёной глины
tconstruct:dried_clay_slab:1, Кирпичная плита из сушёной глины
tconstruct:dried_clay_stairs:0, Ступеньки из сушёной глины
tconstruct:dried_brick_stairs:0, Кирпичные ступеньки из сушёной глины
tconstruct:brownstone:0, Гладкий браунстоун
tconstruct:brownstone:1, Грубый браунстоун
tconstruct:brownstone:2, Плитки из браунстоуна
tconstruct:brownstone:3, Кладка из браунстоуна
tconstruct:brownstone:4, Кладка из браунстоуна (трещины)
tconstruct:brownstone:5, Кладка из браунстоуна (орнамент)
tconstruct:brownstone:6, Кладка из браунстоуна (узор)
tconstruct:brownstone:7, Дорога из браунстоуна
tconstruct:brownstone:8, Кладка из браунстоуна (крипер)
tconstruct:brownstone:9, Кладка из браунстоуна (треугольник)
tconstruct:brownstone:10, Кладка из браунстоуна (малая)
tconstruct:brownstone:11, Мини-плитка из браунстоуна
tconstruct:brownstone_slab:0, Гладкая плита из браунстоуна
tconstruct:brownstone_slab:1, Грубая плита из браунстоуна
tconstruct:brownstone_slab:2, Плита из браунстоуна (плитка)
tconstruct:brownstone_slab:3, Плита из браунстоуна (кладка)
tconstruct:brownstone_slab:4, Плита из браунстоуна (кладка-трещины)
tconstruct:brownstone_slab:5, Плита из браунстоуна (кладка-орнамент)
tconstruct:brownstone_slab:6, Плита из браунстоуна (кладка-узор)
tconstruct:brownstone_slab:7, Плита из браунстоуна (дорога)
tconstruct:brownstone_slab2:0, Плита из браунстоуна (кладка-крипер)
tconstruct:brownstone_slab2:1, Плита из браунстоуна (кладка-треугольник)
tconstruct:brownstone_slab2:2, Плита из браунстоуна (малая кладка)
tconstruct:brownstone_slab2:3, Плита из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_smooth:0, Гладкие ступеньки из браунстоуна
tconstruct:brownstone_stairs_rough:0, Грубые ступеньки из браунстоуна
tconstruct:brownstone_stairs_paver:0, Ступеньки из браунстоуна (плитка)
tconstruct:brownstone_stairs_brick:0, Ступеньки из браунстоуна (кладка)
tconstruct:brownstone_stairs_brick_cracked:0, Ступеньки из браунстоуна (кладка-трещины)
tconstruct:brownstone_stairs_brick_fancy:0, Ступеньки из браунстоуна (кладка-орнамент)
tconstruct:brownstone_stairs_brick_square:0, Ступеньки из браунстоуна (кладка-узор)
tconstruct:brownstone_stairs_brick_triangle:0, Ступеньки из браунстоуна (кладка-треугольник)
tconstruct:brownstone_stairs_brick_small:0, Ступеньки из браунстоуна (малая кладка)
tconstruct:brownstone_stairs_road:0, Ступеньки из браунстоуна (дорога)
tconstruct:brownstone_stairs_tile:0, Ступеньки из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_creeper:0, Ступеньки из браунстоуна (кладка-крипер)
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Синеслизневые ботинки
tconstruct:slime_boots:1, Зелёнослизневые ботинки
tconstruct:slime_boots:2, Фиолетослизневые ботинки
tconstruct:slime_boots:3, Кровавые ботинки
tconstruct:slime_boots:4, Огнеслизневые ботинки
tconstruct:piggybackpack, Рюкзак-седло
tconstruct:throwball:0, Светоснежок
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Каменный стержень
tconstruct:fancy_frame:0, Красивая рамка
tconstruct:fancy_frame:1, Рамка из алюминиевой латуни
tconstruct:fancy_frame:2, Рамка из кобальта
tconstruct:fancy_frame:3, Рамка из ардита
tconstruct:fancy_frame:4, Рамка из маньюлина
tconstruct:fancy_frame:5, Золотая рамка
tconstruct:fancy_frame:6, Стеклянная рамка
tconstruct:moms_spaghetti, Мамины спагетти
buildcraftcore:spring:0, Источник воды
buildcraftcore:spring:1, Источник нефти
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Чертёж (декорация)
buildcraftcore:decorated:2, Шаблон (декорация)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Лазер (декорация)
buildcraftcore:marker_volume, Метка
buildcraftcore:marker_path, Направляющая метка
buildcraftcore:engine:0, Двигатель на красном камне
buildcraftcore:engine:1, Двигатель Стирлинга
buildcraftcore:engine:2, Двигатель внутреннего сгорания
buildcraftcore:engine:3, Двигатель для творческого режима
buildcraftcore:wrench, Гаечный ключ
buildcraftcore:gear_wood, Деревянная шестерня
buildcraftcore:gear_stone, Каменная шестерня
buildcraftcore:gear_iron, Железная шестерня
buildcraftcore:gear_gold, Золотая шестерня
buildcraftcore:gear_diamond, Алмазная шестерня
buildcraftcore:paintbrush:64, Кисточка
buildcraftcore:paintbrush:0, §z§0§fБелый§r Кисточка
buildcraftcore:paintbrush:0, §z§1§6Оранжевый§r Кисточка
buildcraftcore:paintbrush:0, §z§2§dПурпурный§r Кисточка
buildcraftcore:paintbrush:0, §z§3§bГолубой§r Кисточка
buildcraftcore:paintbrush:0, §z§4§eЖёлтый§r Кисточка
buildcraftcore:paintbrush:0, §z§5§aЛаймовый§r Кисточка
buildcraftcore:paintbrush:0, §z§6§dРозовый§r Кисточка
buildcraftcore:paintbrush:0, §z§7§7Серый§r Кисточка
buildcraftcore:paintbrush:0, §z§8§7Светло-серый§r Кисточка
buildcraftcore:paintbrush:0, §z§9§3Бирюзовый§r Кисточка
